amount,area_code,area_name,lat,lon
310000,E05000822,Broadheath,53.40329,-2.353799
226000,E05000833,Priory,53.426235,-2.319618
140000,E05000833,Priory,53.423954,-2.312287
138000,E05000824,Bucklow-St Martins,53.41537,-2.423002
85000,E05000834,St Mary's,53.41646,-2.343873
595000,E05000830,Hale Barns,53.367318,-2.311557
710000,E05000821,Bowdon,53.370019,-2.358017
455000,E05000831,Hale Central,53.38123,-2.339049
375000,E05000833,Priory,53.419265,-2.317955
420000,E05000831,Hale Central,53.375789,-2.346356
662500,E05000830,Hale Barns,53.378376,-2.321018
295000,E05000822,Broadheath,53.3996,-2.336608
370000,E05000820,Ashton upon Mersey,53.425394,-2.341116
120000,E05000826,Davyhulme East,53.460864,-2.365001
310000,E05000819,Altrincham,53.396211,-2.355379
166500,E05000832,Longford,53.444337,-2.299263
242500,E05000819,Altrincham,53.394581,-2.356403
248000,E05000826,Davyhulme East,53.45787,-2.350111
112500,E05000838,Urmston,53.448554,-2.354582
387000,E05000822,Broadheath,53.406349,-2.343415
175000,E05000820,Ashton upon Mersey,53.429816,-2.341272
220000,E05000839,Village,53.403141,-2.320768
117000,E05000824,Bucklow-St Martins,53.419875,-2.430059
181000,E05000829,Gorse Hill,53.453825,-2.314931
128000,E05000838,Urmston,53.452019,-2.365031
144500,E05000829,Gorse Hill,53.451154,-2.338311
280000,E05000823,Brooklands,53.417873,-2.303561
150000,E05000827,Davyhulme West,53.452535,-2.397727
160000,E05000832,Longford,53.448859,-2.302397
345000,E05000827,Davyhulme West,53.447404,-2.399862
200000,E05000833,Priory,53.431141,-2.313438
187950,E05000829,Gorse Hill,53.45664,-2.330704
835000,E05000821,Bowdon,53.37424,-2.362501
466000,E05000821,Bowdon,53.370319,-2.362632
450000,E05000821,Bowdon,53.38172,-2.381928
425000,E05000831,Hale Central,53.382318,-2.342019
290000,E05000839,Village,53.397363,-2.309626
142500,E05000827,Davyhulme West,53.455459,-2.36869
170000,E05000819,Altrincham,53.397461,-2.354637
365000,E05000835,Sale Moor,53.423245,-2.29779
170000,E05000829,Gorse Hill,53.454991,-2.33539
195000,E05000838,Urmston,53.449481,-2.366123
350000,E05000821,Bowdon,53.39048,-2.36912
465000,E05000832,Longford,53.4462,-2.298162
114000,E05000829,Gorse Hill,53.452284,-2.30221
170000,E05000834,St Mary's,53.413069,-2.362892
467500,E05000835,Sale Moor,53.423683,-2.302097
370000,E05000820,Ashton upon Mersey,53.429229,-2.329377
290000,E05000830,Hale Barns,53.368098,-2.312614
150000,E05000831,Hale Central,53.3847,-2.338655
315000,E05000833,Priory,53.418189,-2.320039
310000,E05000823,Brooklands,53.408804,-2.343029
200000,E05000835,Sale Moor,53.411587,-2.30135
305000,E05000831,Hale Central,53.383176,-2.33732
330000,E05000823,Brooklands,53.418439,-2.307341
455000,E05000823,Brooklands,53.415147,-2.30795
250000,E05000832,Longford,53.448228,-2.299546
115000,E05000824,Bucklow-St Martins,53.426808,-2.352369
410000,E05000822,Broadheath,53.413496,-2.34928
235000,E05000837,Timperley,53.395612,-2.33817
570000,E05000830,Hale Barns,53.362457,-2.304068
185000,E05000825,Clifford,53.458717,-2.261743
370000,E05000837,Timperley,53.402263,-2.32938
165000,E05000830,Hale Barns,53.382022,-2.315181
230000,E05000833,Priory,53.431141,-2.313438
600000,E05000831,Hale Central,53.369659,-2.339934
155000,E05000835,Sale Moor,53.418334,-2.295183
305000,E05000832,Longford,53.446639,-2.302561
220000,E05000819,Altrincham,53.385292,-2.354115
222000,E05000838,Urmston,53.449806,-2.365659
139950,E05000825,Clifford,53.463906,-2.268628
386000,E05000819,Altrincham,53.393875,-2.358247
115000,E05000833,Priory,53.427877,-2.307003
165000,E05000835,Sale Moor,53.418383,-2.293123
547500,E05000831,Hale Central,53.37962,-2.326363
266649,E05000838,Urmston,53.450643,-2.353289
218000,E05000827,Davyhulme West,53.454536,-2.362146
390000,E05000821,Bowdon,53.370112,-2.366013
312500,E05000827,Davyhulme West,53.454847,-2.39168
236000,E05000828,Flixton,53.450599,-2.373812
293000,E05000832,Longford,53.443698,-2.303369
159950,E05000829,Gorse Hill,53.456711,-2.30072
48000,E05000822,Broadheath,53.410594,-2.345917
160000,E05000834,St Mary's,53.413069,-2.362892
835000,E05000831,Hale Central,53.380187,-2.329359
200000,E05000836,Stretford,53.442162,-2.313038
85000,E05000824,Bucklow-St Martins,53.415265,-2.434737
305000,E05000838,Urmston,53.446672,-2.355635
269950,E05000837,Timperley,53.406988,-2.330529
198000,E05000828,Flixton,53.450393,-2.390344
153000,E05000835,Sale Moor,53.416987,-2.294783
238000,E05000835,Sale Moor,53.416456,-2.287527
180200,E05000836,Stretford,53.44816,-2.308324
305000,E05000833,Priory,53.430034,-2.317629
455000,E05000819,Altrincham,53.386424,-2.361026
203000,E05000819,Altrincham,53.396155,-2.353093
200000,E05000832,Longford,53.447978,-2.302722
192000,E05000819,Altrincham,53.396152,-2.354086
224000,E05000822,Broadheath,53.39982,-2.335211
207000,E05000833,Priory,53.429034,-2.318404
325000,E05000829,Gorse Hill,53.45373,-2.306392
160000,E05000829,Gorse Hill,53.45457,-2.308099
359735,E05000830,Hale Barns,53.369134,-2.314574
140000,E05000834,St Mary's,53.41618,-2.359578
259950,E05000838,Urmston,53.447117,-2.354043
1380000,E05000821,Bowdon,53.377938,-2.358068
1130000,E05000819,Altrincham,53.384848,-2.355961
350000,E05000834,St Mary's,53.415076,-2.343711
1100000,E05000830,Hale Barns,53.374044,-2.330725
195000,E05000828,Flixton,53.451562,-2.37614
1000000,E05000830,Hale Barns,53.369571,-2.32307
239999,E05000828,Flixton,53.446659,-2.385913
1050000,E05000821,Bowdon,53.374487,-2.357994
208000,E05000838,Urmston,53.45032,-2.334329
317500,E05000836,Stretford,53.449869,-2.308397
327000,E05000825,Clifford,53.454424,-2.2676789999999998
150000,E05000821,Bowdon,53.372236,-2.359208
226000,E05000835,Sale Moor,53.4162,-2.30057
185000,E05000828,Flixton,53.442918,-2.386436
138995,E05000832,Longford,53.459976,-2.277052
162000,E05000829,Gorse Hill,53.45266,-2.326863
375000,E05000836,Stretford,53.445292,-2.319173
525000,E05000819,Altrincham,53.393727,-2.356396
296000,E05000837,Timperley,53.39769,-2.331796
670000,E05000823,Brooklands,53.41393,-2.319676
310000,E05000835,Sale Moor,53.418049,-2.301651
248000,E05000832,Longford,53.448643,-2.295544
675000,E05000834,St Mary's,53.417666,-2.337292
238000,E05000827,Davyhulme West,53.447612,-2.404848
230000,E05000828,Flixton,53.445738,-2.36433
220000,E05000825,Clifford,53.459788,-2.269054
280000,E05000820,Ashton upon Mersey,53.431495,-2.338546
232000,E05000826,Davyhulme East,53.455839,-2.340938
166000,E05000829,Gorse Hill,53.461814,-2.290771
266000,E05000822,Broadheath,53.397741,-2.33933
182000,E05000829,Gorse Hill,53.459675,-2.297729
945000,E05000831,Hale Central,53.376518,-2.342935
241000,E05000828,Flixton,53.450622,-2.391716
202999,E05000838,Urmston,53.450643,-2.353289
220000,E05000829,Gorse Hill,53.453166,-2.319052
285000,E05000838,Urmston,53.449389,-2.358037
316000,E05000834,St Mary's,53.412774,-2.347439
96000,E05000836,Stretford,53.446773,-2.326592
135000,E05000826,Davyhulme East,53.460819,-2.362109
354117,E05000828,Flixton,53.450673,-2.376027
165000,E05000822,Broadheath,53.404747,-2.365453
296100,E05000820,Ashton upon Mersey,53.430402,-2.34072
210000,E05000836,Stretford,53.451136,-2.325436
166667,E05000831,Hale Central,53.383917,-2.336078
178600,E05000829,Gorse Hill,53.454474,-2.300253
250000,E05000828,Flixton,53.43844,-2.367233
265000,E05000835,Sale Moor,53.417494,-2.289625
196625,E05000828,Flixton,53.449681,-2.371094
230000,E05000828,Flixton,53.449209,-2.378333
138000,E05000829,Gorse Hill,53.459352,-2.297697
240000,E05000819,Altrincham,53.395826,-2.342774
176000,E05000828,Flixton,53.450393,-2.390344
217500,E05000838,Urmston,53.45094,-2.331202
230000,E05000828,Flixton,53.44334,-2.369774
384000,E05000827,Davyhulme West,53.453076,-2.363429
380000,E05000831,Hale Central,53.380454,-2.330278
155000,E05000829,Gorse Hill,53.452506,-2.337102
317000,E05000834,St Mary's,53.415269,-2.348768
340000,E05000834,St Mary's,53.415269,-2.348768
159000,E05000824,Bucklow-St Martins,53.412228,-2.432058
355000,E05000837,Timperley,53.393161,-2.337865
172000,E05000829,Gorse Hill,53.461417,-2.29137
256000,E05000833,Priory,53.429674,-2.310869
180000,E05000829,Gorse Hill,53.45226,-2.30474
565000,E05000821,Bowdon,53.380198,-2.350284
340000,E05000837,Timperley,53.400138,-2.32434
200000,E05000822,Broadheath,53.40313,-2.362085
375000,E05000821,Bowdon,53.381414,-2.355857
349050,E05000822,Broadheath,53.405573,-2.338235
200000,E05000820,Ashton upon Mersey,53.424676,-2.330321
405000,E05000831,Hale Central,53.380466,-2.332714
154000,E05000835,Sale Moor,53.422327,-2.308814
168500,E05000821,Bowdon,53.382985,-2.362636
250000,E05000830,Hale Barns,53.381241,-2.318664
325000,E05000831,Hale Central,53.383176,-2.33732
1250000,E05000830,Hale Barns,53.372714,-2.326805
160000,E05000820,Ashton upon Mersey,53.430933,-2.337187
169000,E05000823,Brooklands,53.415563,-2.324066
198000,E05000829,Gorse Hill,53.456614,-2.327361
1300000,E05000821,Bowdon,53.378885,-2.374627
310000,E05000833,Priory,53.425026,-2.297035
415000,E05000831,Hale Central,53.382005,-2.344632
292500,E05000821,Bowdon,53.370638,-2.361404
135000,E05000835,Sale Moor,53.42272,-2.291783
59500,E05000822,Broadheath,53.410594,-2.345917
563000,E05000830,Hale Barns,53.364091,-2.311668
340000,E05000822,Broadheath,53.407368,-2.363806
218000,E05000825,Clifford,53.456958,-2.268584
265000,E05000831,Hale Central,53.379815,-2.349756
315000,E05000823,Brooklands,53.410347,-2.338092
360000,E05000839,Village,53.391797,-2.323976
120000,E05000820,Ashton upon Mersey,53.427456,-2.326926
210000,E05000828,Flixton,53.444926,-2.365467
130000,E05000824,Bucklow-St Martins,53.418389,-2.433459
200000,E05000834,St Mary's,53.421707,-2.357112
113000,E05000824,Bucklow-St Martins,53.415841,-2.421909
311500,E05000822,Broadheath,53.408072,-2.350815
350000,E05000837,Timperley,53.400619,-2.329081
350000,E05000839,Village,53.392993,-2.323834
575000,E05000830,Hale Barns,53.369527,-2.339046
180000,E05000833,Priory,53.431141,-2.313438
220000,E05000837,Timperley,53.397913,-2.329196
195950,E05000833,Priory,53.423964,-2.318652
380000,E05000837,Timperley,53.393922,-2.325962
161000,E05000834,St Mary's,53.426734,-2.350201
100000,E05000823,Brooklands,53.41579,-2.323195
175000,E05000827,Davyhulme West,53.449692,-2.401058
325000,E05000830,Hale Barns,53.380685,-2.318134
122500,E05000837,Timperley,53.397959,-2.319075
103500,E05000827,Davyhulme West,53.459333,-2.368919
110000,E05000825,Clifford,53.463906,-2.268628
229000,E05000828,Flixton,53.447164,-2.385316
343000,E05000832,Longford,53.451694,-2.274544
345000,E05000819,Altrincham,53.38391,-2.353999
160000,E05000833,Priory,53.426129,-2.308811
76150,E05000832,Longford,53.46043,-2.275474
540000,E05000833,Priory,53.420875,-2.320616
199000,E05000835,Sale Moor,53.410616,-2.301162
151500,E05000838,Urmston,53.447002,-2.328386
122500,E05000825,Clifford,53.459759,-2.266087
320000,E05000831,Hale Central,53.380454,-2.330278
750000,E05000821,Bowdon,53.375349,-2.364314
328000,E05000822,Broadheath,53.407281,-2.356765
179950,E05000826,Davyhulme East,53.449297,-2.349378
205000,E05000839,Village,53.395828,-2.305584
79950,E05000822,Broadheath,53.410594,-2.345917
385000,E05000839,Village,53.401745,-2.311507
170700,E05000829,Gorse Hill,53.452299,-2.303611
167950,E05000819,Altrincham,53.397644,-2.35106
750000,E05000830,Hale Barns,53.372175,-2.333671
305000,E05000839,Village,53.406485000000004,-2.317017
289000,E05000826,Davyhulme East,53.456312,-2.360204
339000,E05000839,Village,53.397363,-2.309626
155000,E05000826,Davyhulme East,53.450212,-2.347097
212000,E05000828,Flixton,53.450557,-2.381326
528000,E05000819,Altrincham,53.392992,-2.364781
400000,E05000825,Clifford,53.453267,-2.270925
361000,E05000837,Timperley,53.402479,-2.338992
141000,E05000826,Davyhulme East,53.460825,-2.359956
189950,E05000826,Davyhulme East,53.450843,-2.343202
250000,E05000830,Hale Barns,53.381241,-2.318664
275000,E05000838,Urmston,53.44479,-2.35997
227000,E05000819,Altrincham,53.393302,-2.35116
218000,E05000838,Urmston,53.450644,-2.331019
300000,E05000837,Timperley,53.405396,-2.327508
186500,E05000838,Urmston,53.450727,-2.364282
150000,E05000829,Gorse Hill,53.454401,-2.299997
170000,E05000833,Priory,53.421335,-2.323508
122500,E05000838,Urmston,53.446915,-2.337118
124000,E05000829,Gorse Hill,53.453078,-2.301282
242000,E05000832,Longford,53.452561,-2.2811
1233000,E05000819,Altrincham,53.384994,-2.358188
150000,E05000822,Broadheath,53.401598,-2.357545
184500,E05000833,Priory,53.422705,-2.314942
155000,E05000820,Ashton upon Mersey,53.424965,-2.330609
381000,E05000823,Brooklands,53.412293,-2.309689
198000,E05000838,Urmston,53.44975,-2.357287
160000,E05000832,Longford,53.460663,-2.275641
272000,E05000823,Brooklands,53.408804,-2.343029
205000,E05000838,Urmston,53.447411,-2.330015
123500,E05000825,Clifford,53.464618,-2.26788
190000,E05000838,Urmston,53.450643,-2.353289
270000,E05000828,Flixton,53.44334,-2.369774
175000,E05000836,Stretford,53.443362,-2.311646
230000,E05000822,Broadheath,53.401696,-2.354763
130000,E05000837,Timperley,53.397959,-2.319075
350000,E05000838,Urmston,53.44803,-2.358598
175000,E05000825,Clifford,53.458109,-2.264345
145000,E05000825,Clifford,53.459436,-2.265814
254000,E05000824,Bucklow-St Martins,53.430012,-2.351056
173500,E05000829,Gorse Hill,53.45664,-2.330704
138000,E05000834,St Mary's,53.422902,-2.354037
135000,E05000834,St Mary's,53.421838,-2.342818
350000,E05000827,Davyhulme West,53.454913,-2.362104
885000,E05000821,Bowdon,53.377717,-2.356969
204000,E05000827,Davyhulme West,53.445155,-2.403139
170000,E05000820,Ashton upon Mersey,53.429816,-2.341272
187500,E05000825,Clifford,53.458717,-2.261743
278000,E05000822,Broadheath,53.412878,-2.351667
325000,E05000821,Bowdon,53.380119,-2.362311
255000,E05000827,Davyhulme West,53.460908,-2.379641
191000,E05000820,Ashton upon Mersey,53.429816,-2.341272
205000,E05000819,Altrincham,53.385714,-2.348842
252100,E05000819,Altrincham,53.390603,-2.375767
429950,E05000835,Sale Moor,53.419858,-2.297135
108000,E05000835,Sale Moor,53.421133,-2.304607
105000,E05000829,Gorse Hill,53.453264,-2.332786
499000,E05000819,Altrincham,53.386223,-2.336712
350000,E05000820,Ashton upon Mersey,53.432348,-2.32612
890000,E05000821,Bowdon,53.388482,-2.366998
325000,E05000819,Altrincham,53.393822,-2.354938
190000,E05000836,Stretford,53.449278,-2.307353
230000,E05000820,Ashton upon Mersey,53.428569,-2.340494
775000,E05000830,Hale Barns,53.376312,-2.323197
185000,E05000828,Flixton,53.446213,-2.387596
165000,E05000832,Longford,53.448988,-2.301118
166950,E05000833,Priory,53.420222,-2.329579
1410000,E05000821,Bowdon,53.383078,-2.361192
422850,E05000820,Ashton upon Mersey,53.421152,-2.331361
209500,E05000833,Priory,53.430155,-2.315854
776200,E05000831,Hale Central,53.378692,-2.327093
299995,E05000823,Brooklands,53.412398,-2.314143
212000,E05000835,Sale Moor,53.421875,-2.295343
305000,E05000822,Broadheath,53.406648,-2.363935
260000,E05000820,Ashton upon Mersey,53.429288,-2.343645
310000,E05000837,Timperley,53.406012,-2.335801
249000,E05000820,Ashton upon Mersey,53.430513,-2.342511
500000,E05000819,Altrincham,53.385875,-2.33647
135000,E05000824,Bucklow-St Martins,53.412228,-2.432058
272000,E05000834,St Mary's,53.422208,-2.351849
260500,E05000832,Longford,53.452664,-2.279249
311197,E05000832,Longford,53.447923,-2.296051
520000,E05000831,Hale Central,53.370261,-2.343125
330000,E05000834,St Mary's,53.423653,-2.349469
325000,E05000833,Priory,53.419392,-2.330069
330500,E05000820,Ashton upon Mersey,53.430972,-2.322979
490000,E05000822,Broadheath,53.405445,-2.345469
160000,E05000832,Longford,53.455537,-2.276888
217500,E05000834,St Mary's,53.422588,-2.34144
312000,E05000822,Broadheath,53.404897,-2.342185
205000,E05000822,Broadheath,53.400916,-2.350997
192000,E05000828,Flixton,53.449533,-2.386767
152000,E05000833,Priory,53.426605,-2.315647
262050,E05000832,Longford,53.449603,-2.285176
108000,E05000819,Altrincham,53.387633,-2.353233
264000,E05000838,Urmston,53.448997,-2.359675
70000,E05000834,St Mary's,53.419002,-2.359768
377000,E05000830,Hale Barns,53.379667,-2.315766
275000,E05000839,Village,53.391797,-2.323976
325000,E05000837,Timperley,53.396122,-2.3267
205000,E05000838,Urmston,53.449806,-2.365659
483000,E05000828,Flixton,53.448028,-2.385098
130000,E05000834,St Mary's,53.41646,-2.343873
185000,E05000827,Davyhulme West,53.460377,-2.379953
180000,E05000831,Hale Central,53.370777,-2.345023
345000,E05000839,Village,53.394208,-2.319964
850000,E05000830,Hale Barns,53.372189,-2.31556
225000,E05000821,Bowdon,53.379003,-2.350711
96375,E05000822,Broadheath,53.406127,-2.366246
300000,E05000825,Clifford,53.454589,-2.270723
120000,E05000836,Stretford,53.445218,-2.326535
215000,E05000819,Altrincham,53.396913,-2.355115
200000,E05000825,Clifford,53.460004,-2.268935
727500,E05000830,Hale Barns,53.36748,-2.314939
665000,E05000839,Village,53.398342,-2.313363
420000,E05000819,Altrincham,53.393948,-2.348548
465000,E05000831,Hale Central,53.382005,-2.344632
249000,E05000820,Ashton upon Mersey,53.428977,-2.322889
141500,E05000826,Davyhulme East,53.451185,-2.343084
375000,E05000837,Timperley,53.405472,-2.332804
210000,E05000826,Davyhulme East,53.457078,-2.341114
205000,E05000822,Broadheath,53.401895,-2.354404
120000,E05000828,Flixton,53.451504,-2.368821
320000,E05000824,Bucklow-St Martins,53.429168,-2.353698
515000,E05000839,Village,53.395006,-2.313924
137500,E05000827,Davyhulme West,53.451758,-2.396304
145000,E05000833,Priory,53.423012,-2.318299
235000,E05000824,Bucklow-St Martins,53.428568,-2.352895
184000,E05000829,Gorse Hill,53.454608,-2.337329
310000,E05000831,Hale Central,53.38294,-2.341287
160000,E05000829,Gorse Hill,53.455654,-2.302836
120000,E05000829,Gorse Hill,53.454401,-2.299997
245000,E05000826,Davyhulme East,53.454563,-2.340582
420000,E05000821,Bowdon,53.409287,-2.42741
129950,E05000839,Village,53.397804,-2.316276
177000,E05000837,Timperley,53.403507,-2.337692
180000,E05000822,Broadheath,53.402178,-2.358994
235000,E05000837,Timperley,53.392675,-2.334237
265000,E05000822,Broadheath,53.402857,-2.351389
595000,E05000831,Hale Central,53.378023,-2.334995
305000,E05000822,Broadheath,53.397577,-2.340096
166000,E05000829,Gorse Hill,53.454474,-2.300253
645000,E05000821,Bowdon,53.379899,-2.351681
99995,E05000832,Longford,53.459976,-2.277052
250000,E05000822,Broadheath,53.404063,-2.356708
295000,E05000819,Altrincham,53.385873,-2.343506
270000,E05000833,Priory,53.428949,-2.30984
193000,E05000827,Davyhulme West,53.445176,-2.40478
300000,E05000819,Altrincham,53.395499,-2.350035
235000,E05000828,Flixton,53.451544,-2.384572
97000,E05000835,Sale Moor,53.421133,-2.304607
240000,E05000834,St Mary's,53.428552,-2.349253
86500,E05000833,Priory,53.424937,-2.317757
221250,E05000833,Priory,53.429372,-2.319656
145000,E05000831,Hale Central,53.380042,-2.325915
200000,E05000838,Urmston,53.446813,-2.359641
155000,E05000835,Sale Moor,53.412723,-2.296273
299999,E05000827,Davyhulme West,53.456717,-2.362963
252500,E05000829,Gorse Hill,53.454958,-2.324728
300000,E05000819,Altrincham,53.395272,-2.35674
150000,E05000838,Urmston,53.451191,-2.362359
352500,E05000831,Hale Central,53.383688,-2.33761
125000,E05000826,Davyhulme East,53.450212,-2.347097
300000,E05000823,Brooklands,53.408924,-2.335599
93000,E05000824,Bucklow-St Martins,53.417968,-2.437894
195000,E05000825,Clifford,53.459563,-2.269384
277500,E05000835,Sale Moor,53.422311,-2.293751
159950,E05000839,Village,53.391488,-2.30838
279400,E05000825,Clifford,53.455857,-2.26665
220000,E05000833,Priory,53.427074,-2.315169
267500,E05000837,Timperley,53.409863,-2.327814
445000,E05000831,Hale Central,53.380645,-2.342517
211000,E05000838,Urmston,53.449806,-2.365659
323000,E05000832,Longford,53.4462,-2.298162
150000,E05000829,Gorse Hill,53.456417,-2.299438
156000,E05000829,Gorse Hill,53.454401,-2.334301
271999,E05000838,Urmston,53.450643,-2.353289
160000,E05000821,Bowdon,53.382985,-2.362636
230000,E05000831,Hale Central,53.374149,-2.344644
175000,E05000837,Timperley,53.407198,-2.329327
230181,E05000831,Hale Central,53.374149,-2.344644
209000,E05000834,St Mary's,53.422718,-2.358625
257000,E05000832,Longford,53.454464,-2.281941
310000,E05000828,Flixton,53.449565,-2.37942
412000,E05000826,Davyhulme East,53.45421,-2.356722
200000,E05000839,Village,53.393629,-2.317944
126450,E05000819,Altrincham,53.392545,-2.348206
291000,E05000833,Priory,53.420188,-2.325455
263499,E05000838,Urmston,53.450643,-2.353289
185000,E05000838,Urmston,53.450118,-2.329358
186000,E05000828,Flixton,53.448813,-2.389787
220000,E05000820,Ashton upon Mersey,53.432424,-2.334369
200000,E05000831,Hale Central,53.381905,-2.332364
2050000,E05000821,Bowdon,53.381945,-2.376413
332000,E05000831,Hale Central,53.38294,-2.341287
370000,E05000831,Hale Central,53.382005,-2.344632
540000,E05000831,Hale Central,53.380187,-2.329359
160000,E05000832,Longford,53.454128,-2.291004
600000,E05000834,St Mary's,53.418591,-2.34067
652000,E05000831,Hale Central,53.380121,-2.346376
420000,E05000827,Davyhulme West,53.454547,-2.384524
668000,E05000821,Bowdon,53.373337,-2.360795
308000,E05000831,Hale Central,53.380613,-2.331557
1300000,E05000831,Hale Central,53.37903,-2.344443
327500,E05000822,Broadheath,53.398818,-2.336602
208000,E05000820,Ashton upon Mersey,53.431476,-2.32932
116000,E05000838,Urmston,53.448554,-2.354582
290000,E05000822,Broadheath,53.411209,-2.344538
233000,E05000832,Longford,53.451591,-2.284391
477500,E05000831,Hale Central,53.369146,-2.343071
285000,E05000826,Davyhulme East,53.455679,-2.346554
169950,E05000822,Broadheath,53.405226,-2.355725
292750,E05000821,Bowdon,53.372236,-2.359208
280000,E05000822,Broadheath,53.405573,-2.338235
215000,E05000833,Priory,53.431141,-2.313438
365000,E05000830,Hale Barns,53.379328,-2.314801
165000,E05000826,Davyhulme East,53.460102,-2.349121
320000,E05000822,Broadheath,53.410119,-2.345371
305000,E05000828,Flixton,53.448271,-2.389977
198500,E05000822,Broadheath,53.40437,-2.344121
264000,E05000835,Sale Moor,53.420468,-2.304527
195000,E05000819,Altrincham,53.384397,-2.352799
95995,E05000832,Longford,53.459976,-2.277052
170000,E05000839,Village,53.390106,-2.304175
270000,E05000830,Hale Barns,53.369406,-2.310805
275000,E05000820,Ashton upon Mersey,53.429521,-2.343918
593000,E05000834,St Mary's,53.416621,-2.338052
287777,E05000831,Hale Central,53.383489,-2.347366
465000,E05000833,Priory,53.421517,-2.319206
710000,E05000830,Hale Barns,53.363892,-2.308827
153000,E05000833,Priory,53.42801,-2.321632
1375000,E05000830,Hale Barns,53.370373,-2.335446
310000,E05000831,Hale Central,53.379815,-2.349756
150000,E05000833,Priory,53.423012,-2.318299
377000,E05000819,Altrincham,53.397039,-2.349145
221000,E05000833,Priory,53.430352,-2.316277
225000,E05000833,Priory,53.427851,-2.317086
90000,E05000832,Longford,53.444483,-2.294642
250000,E05000832,Longford,53.453147,-2.27621
105000,E05000836,Stretford,53.446539,-2.326319
525501,E05000830,Hale Barns,53.361071,-2.304719
335000,E05000838,Urmston,53.446962,-2.348937
713000,E05000831,Hale Central,53.378023,-2.334995
138000,E05000824,Bucklow-St Martins,53.42853,-2.356883
470000,E05000821,Bowdon,53.379423,-2.375248
339950,E05000821,Bowdon,53.382228,-2.351279
250000,E05000836,Stretford,53.446595,-2.319454
98000,E05000829,Gorse Hill,53.456137,-2.296063
296250,E05000833,Priory,53.431891,-2.315581
154950,E05000836,Stretford,53.451532,-2.311827
195000,E05000838,Urmston,53.446244,-2.339055
89950,E05000832,Longford,53.459976,-2.277052
225000,E05000833,Priory,53.431141,-2.313438
210000,E05000836,Stretford,53.451598,-2.3138
172500,E05000839,Village,53.391452,-2.311838
154000,E05000819,Altrincham,53.38561,-2.349848
139995,E05000819,Altrincham,53.38561,-2.349848
206100,E05000825,Clifford,53.458572,-2.262103
139995,E05000819,Altrincham,53.38561,-2.349848
152000,E05000819,Altrincham,53.38561,-2.349848
152000,E05000819,Altrincham,53.38561,-2.349848
1575000,E05000830,Hale Barns,53.368704,-2.334411
168500,E05000820,Ashton upon Mersey,53.425878,-2.328659
207500,E05000819,Altrincham,53.389455,-2.351384
280000,E05000820,Ashton upon Mersey,53.43115,-2.339717
181500,E05000838,Urmston,53.446338,-2.359276
